,location,size_BHK,total_sqft,bathroom,price_lakhs
518,Arekere,2,920.0,2.0,40.0
519,Arekere,3,1740.0,2.0,95.0
520,Arekere,2,1190.0,2.0,55.0
521,Arekere,1,600.0,1.0,28.0
522,Arekere,3,2072.0,3.0,108.0
523,Arekere,2,1100.0,2.0,55.0
524,Arekere,2,900.0,2.0,50.0
525,Arekere,4,2710.0,6.0,142.0
526,Arekere,2,1240.0,2.0,60.0
527,Arekere,2,900.0,2.0,44.5
528,Attibele,1,450.0,1.0,11.0
529,Attibele,4,1600.0,4.0,52.8
530,Attibele,2,656.0,2.0,25.0
531,Attibele,1,400.0,1.0,11.0
532,Attibele,1,400.0,1.0,12.0
533,Attibele,1,400.0,1.0,14.0
534,Attibele,1,500.0,1.0,17.0
535,Attibele,4,2168.0,4.0,95.0
536,Attibele,1,395.0,1.0,10.25
537,Attibele,1,420.0,1.0,17.0
538,Attibele,3,1639.0,2.0,40.98
539,Attibele,1,418.0,1.0,12.0
540,Attibele,2,1200.0,2.0,42.0
541,Attibele,1,400.0,1.0,10.0
542,Attibele,2,695.0,1.0,25.0
543,Attibele,2,850.0,1.0,25.0
544,Attibele,3,2400.0,3.0,120.0
545,Attibele,1,450.0,1.0,12.5
546,Attibele,2,995.0,1.0,24.88
547,Attibele,2,900.0,1.0,25.0
548,Attibele,2,1174.0,2.0,29.35
549,Attibele,1,782.0,1.0,19.55
550,Attibele,2,1175.0,2.0,29.38
551,Attibele,2,656.0,2.0,25.0
552,Attibele,1,400.0,1.0,11.5
553,Attibele,1,460.0,1.0,13.0
554,Attibele,1,418.0,2.0,11.5
555,Attibele,2,1000.0,2.0,42.0
556,Attibele,1,550.0,1.0,11.5
557,Attibele,2,996.0,2.0,24.9
558,Attibele,1,410.0,1.0,10.0
559,Attibele,3,1700.0,3.0,65.0
560,Attibele,1,400.0,1.0,10.25
561,Attibele,2,656.0,2.0,25.0
562,Attibele,3,1500.0,3.0,90.0
563,Attibele,1,520.0,1.0,15.0
564,BEML Layout,2,1060.0,2.0,55.0
565,BEML Layout,3,2000.0,3.0,85.0
566,BEML Layout,2,999.0,2.0,45.0
567,BEML Layout,5,2400.0,4.0,225.0
568,BEML Layout,3,2000.0,2.0,85.0
569,BEML Layout,2,1194.0,2.0,65.0
570,BEML Layout,2,1200.0,2.0,67.0
571,BEML Layout,2,2400.0,2.0,228.0
572,BEML Layout,3,2000.0,3.0,85.0
573,BEML Layout,3,2000.0,3.0,85.0
574,BEML Layout,2,1194.0,2.0,65.0
575,BTM 2nd Stage,3,1260.0,5.0,185.0
576,BTM 2nd Stage,2,950.0,2.0,52.0
577,BTM 2nd Stage,3,1850.0,3.0,170.0
578,BTM 2nd Stage,2,1200.0,2.0,80.0
579,BTM 2nd Stage,2,1274.0,2.0,70.0
580,BTM 2nd Stage,3,1250.0,3.0,50.0
581,BTM 2nd Stage,2,1070.0,2.0,48.0
582,BTM 2nd Stage,2,1280.0,2.0,80.0
583,BTM 2nd Stage,2,1100.0,2.0,70.0
584,BTM 2nd Stage,2,1000.0,2.0,58.0
585,BTM 2nd Stage,5,2990.0,5.0,416.0
586,BTM 2nd Stage,2,1265.0,2.0,55.0
587,BTM 2nd Stage,3,2200.0,3.0,220.0
588,BTM 2nd Stage,3,2780.0,4.0,325.0
589,BTM 2nd Stage,3,2400.0,2.0,360.0
590,BTM 2nd Stage,2,965.0,2.0,56.0
591,BTM 2nd Stage,2,1147.0,2.0,75.0
592,BTM 2nd Stage,3,1750.0,3.0,172.0
593,BTM 2nd Stage,2,1400.0,2.0,90.0
594,BTM 2nd Stage,2,1200.0,2.0,70.0
595,BTM 2nd Stage,2,1100.0,2.0,47.0
596,BTM 2nd Stage,2,930.0,2.0,46.0
597,BTM 2nd Stage,3,1265.0,2.0,55.0
598,BTM 2nd Stage,3,2500.0,3.0,345.0
599,BTM Layout,2,1150.0,2.0,63.0
600,BTM Layout,6,3300.0,6.0,165.0
601,BTM Layout,3,1450.0,2.0,81.0
602,BTM Layout,3,1776.0,2.0,75.0
603,BTM Layout,3,1458.0,3.0,79.0
604,BTM Layout,2,935.0,2.0,51.5
605,BTM Layout,2,1020.0,2.0,46.5
606,BTM Layout,3,1600.0,3.0,112.0
607,BTM Layout,3,1300.0,2.0,75.0
608,BTM Layout,3,1540.0,2.0,78.0
609,BTM Layout,1,450.0,1.0,20.0
610,BTM Layout,2,1196.0,2.0,56.81
611,BTM Layout,3,1470.0,2.0,99.0
612,Babusapalaya,3,1358.0,2.0,43.4
613,Babusapalaya,3,1213.0,2.0,41.39
614,Babusapalaya,3,1611.0,2.0,66.0
615,Babusapalaya,3,1167.0,2.0,39.98
616,Babusapalaya,3,1675.0,3.0,75.0
617,Babusapalaya,2,1141.0,2.0,46.0
618,Babusapalaya,2,1500.0,2.0,57.0
619,Babusapalaya,3,1453.0,2.0,43.59
620,Babusapalaya,2,1050.0,2.0,45.0
621,Babusapalaya,2,1141.0,2.0,45.9
622,Babusapalaya,3,1358.0,2.0,43.1
623,Babusapalaya,3,1230.0,3.0,53.0
624,Babusapalaya,2,1105.0,2.0,40.0
625,Babusapalaya,3,1410.0,2.0,65.0
626,Babusapalaya,2,1450.0,2.0,55.99
627,Babusapalaya,2,1100.0,2.0,38.0
628,Babusapalaya,3,1213.0,2.0,36.37
629,Babusapalaya,2,1061.0,2.0,33.84
630,Babusapalaya,2,1061.0,2.0,38.95
631,Babusapalaya,2,1061.0,2.0,34.0
632,Babusapalaya,2,1245.0,2.0,58.0
633,Badavala Nagar,3,1494.0,2.0,94.55
634,Badavala Nagar,2,1274.0,2.0,81.0
635,Badavala Nagar,3,1842.0,3.0,115.0
636,Badavala Nagar,3,1494.0,2.0,94.55
637,Badavala Nagar,2,1274.0,2.0,81.0
638,Badavala Nagar,3,1494.0,2.0,94.55
639,Badavala Nagar,3,1842.0,3.0,115.0
640,Badavala Nagar,3,1842.0,3.0,115.0
641,Badavala Nagar,3,1842.0,3.0,115.0
642,Balagere,2,1210.0,2.0,80.9
643,Balagere,2,1210.0,2.0,72.0
644,Balagere,2,1205.0,2.0,78.5
645,Balagere,1,790.5,1.0,41.9
646,Balagere,2,1145.0,2.0,65.0
647,Balagere,2,1012.0,2.0,54.59
648,Balagere,2,1007.0,2.0,65.0
649,Balagere,2,1205.0,2.0,70.0
650,Balagere,2,1210.0,2.0,74.0
651,Balagere,2,1210.0,2.0,83.0
652,Balagere,1,675.0,1.0,45.0
653,Balagere,1,656.0,1.0,43.0
654,Balagere,2,1012.0,2.0,54.59
655,Balagere,2,1012.0,2.0,64.0
656,Balagere,2,1007.0,2.0,62.0
657,Balagere,2,1007.0,2.0,67.0
658,Balagere,2,1007.0,2.0,66.0
659,Balagere,2,1205.0,2.0,63.86
660,Balagere,2,1012.0,2.0,53.58
661,Balagere,1,645.0,1.0,34.18
662,Balagere,2,1007.0,2.0,53.0
663,Balagere,2,1210.0,2.0,69.0
664,Balagere,1,790.5,1.0,42.295
665,Balagere,2,1012.0,2.0,65.0
666,Balagere,1,656.0,1.0,38.77
667,Balagere,1,645.0,1.0,39.0
668,Balagere,1,645.0,1.0,41.0
669,Balagere,2,1210.0,2.0,82.0
670,Balagere,1,656.0,1.0,34.77
671,Balagere,2,1205.0,2.0,73.87
672,Balagere,2,1012.0,2.0,70.0
673,Balagere,2,1007.0,2.0,68.0
674,Balagere,2,1205.0,2.0,67.0
675,Balagere,2,1205.0,2.0,79.0
676,Balagere,2,1012.0,2.0,68.0
677,Banashankari,3,1200.0,2.0,42.0
678,Banashankari,2,1077.0,2.0,37.64
679,Banashankari,3,1470.0,2.0,88.64
680,Banashankari,3,1300.0,2.0,75.0
681,Banashankari,3,1800.0,3.0,115.0
682,Banashankari,2,1125.0,2.0,63.0
683,Banashankari,3,1340.0,2.0,53.6
684,Banashankari,2,1310.0,2.0,80.0
685,Banashankari,3,2600.0,4.0,135.0
686,Banashankari,3,1900.0,2.0,170.0
687,Banashankari,2,1260.0,2.0,75.0
688,Banashankari,2,1170.0,2.0,46.79
689,Banashankari,4,2500.0,4.0,95.0
690,Banashankari,3,1350.0,2.0,83.0
691,Banashankari,3,1425.0,3.0,49.88
692,Banashankari,2,1330.0,2.0,78.0
693,Banashankari,3,1400.0,2.0,78.0
694,Banashankari,3,1700.0,3.0,125.0
695,Banashankari,2,1020.0,2.0,40.79
696,Banashankari,2,1600.0,2.0,63.98
697,Banashankari,2,1041.0,2.0,36.44
698,Banashankari,1,2400.0,1.0,200.0
699,Banashankari,2,1390.0,2.0,86.0
700,Banashankari,2,1460.0,2.0,70.0
701,Banashankari,2,1200.0,2.0,60.0
702,Banashankari,2,1290.0,2.0,80.0
703,Banashankari,2,1186.0,2.0,65.0
704,Banashankari,3,1650.0,3.0,101.0
705,Banashankari,3,1300.0,2.0,55.0
706,Banashankari,2,1181.0,2.0,75.0
707,Banashankari,2,1105.0,2.0,90.0
708,Banashankari,1,720.0,1.0,60.0
709,Banashankari,2,1040.0,2.0,45.0
710,Banashankari,2,1330.0,2.0,77.0
711,Banashankari,2,1200.0,2.0,49.0
712,Banashankari,2,1185.0,2.0,67.0
713,Banashankari,2,1000.0,2.0,50.0
714,Banashankari,3,1650.0,3.0,90.75
715,Banashankari,3,1650.0,3.0,101.0
716,Banashankari,2,1310.0,2.0,80.43
717,Banashankari,2,600.0,1.0,27.0
718,Banashankari,2,1430.0,2.0,87.8
719,Banashankari,2,1020.0,2.0,42.83
720,Banashankari,3,1372.0,2.0,48.02
721,Banashankari,3,1540.0,3.0,80.0
722,Banashankari,3,1683.0,3.0,115.0
723,Banashankari,3,1800.0,3.0,125.0
724,Banashankari,2,1175.0,2.0,41.13
725,Banashankari,3,1750.0,2.0,89.0
726,Banashankari,2,1450.0,2.0,50.75
727,Banashankari,3,1770.0,3.0,108.0
728,Banashankari,3,1800.0,3.0,125.0
729,Banashankari,3,1200.0,2.0,42.0
730,Banashankari,3,1420.0,3.0,66.0
731,Banashankari,3,1200.0,3.0,74.52
732,Banashankari,2,1100.0,2.0,63.0
733,Banashankari,2,1020.0,2.0,40.79
734,Banashankari,2,1260.0,2.0,75.0
735,Banashankari,3,1340.0,2.0,53.6
736,Banashankari,3,1426.0,3.0,85.0
737,Banashankari Stage II,2,1700.0,2.0,150.0
738,Banashankari Stage II,4,1200.0,2.0,150.0
739,Banashankari Stage II,3,1500.0,2.0,120.0
740,Banashankari Stage II,3,1240.0,2.0,59.52
741,Banashankari Stage II,2,1250.0,2.0,110.0
742,Banashankari Stage II,3,1260.0,2.0,95.0
743,Banashankari Stage II,3,2400.0,2.0,300.0
744,Banashankari Stage II,2,1400.0,2.0,100.0
745,Banashankari Stage II,3,3000.0,3.0,450.0
746,Banashankari Stage II,2,1245.0,2.0,125.0
747,Banashankari Stage III,3,1305.0,2.0,58.7
748,Banashankari Stage III,2,1145.0,2.0,58.4
749,Banashankari Stage III,3,1650.0,3.0,118.0
750,Banashankari Stage III,4,2400.0,4.0,240.0
751,Banashankari Stage III,3,1350.0,2.0,68.0
752,Banashankari Stage III,4,2000.0,4.0,100.0
753,Banashankari Stage III,3,1305.0,2.0,59.0
754,Banashankari Stage III,3,1305.0,2.0,60.0
755,Banashankari Stage III,2,1200.0,2.0,42.0
756,Banashankari Stage III,3,1305.0,2.0,59.0
757,Banashankari Stage III,3,1480.0,3.0,75.48
758,Banashankari Stage III,3,1305.0,2.0,59.0
759,Banashankari Stage III,2,1304.0,2.0,111.0
760,Banashankari Stage III,6,3000.0,6.0,150.0
761,Banashankari Stage III,2,1085.0,2.0,50.0
762,Banashankari Stage III,3,1500.0,2.0,100.0
763,Banashankari Stage III,4,2100.0,3.0,147.0
764,Banashankari Stage III,3,1420.0,2.0,95.0
765,Banashankari Stage V,3,1300.0,2.0,58.5
766,Banashankari Stage V,3,1305.0,2.0,49.0
767,Banashankari Stage V,2,1035.0,2.0,35.77
768,Banashankari Stage V,3,1355.0,2.0,61.0
769,Banashankari Stage V,3,1510.0,3.0,47.57
770,Banashankari Stage V,3,1650.0,3.0,51.98
771,Banashankari Stage V,3,1630.0,3.0,51.35
772,Banashankari Stage V,3,1510.0,3.0,47.57
773,Banashankari Stage V,3,1315.0,2.0,49.0
774,Banashankari Stage V,3,1540.0,3.0,48.51
775,Banashankari Stage V,2,920.0,2.0,41.5
776,Banashankari Stage VI,2,1177.5,2.0,59.935
777,Banashankari Stage VI,4,4800.0,4.0,190.0
778,Banashankari Stage VI,4,2800.0,4.0,89.0
779,Banashankari Stage VI,4,2200.0,4.0,195.0
780,Banashankari Stage VI,2,1160.0,2.0,59.0
781,Banashankari Stage VI,2,1180.0,2.0,59.47
782,Banashankari Stage VI,3,1423.0,2.0,71.73
783,Banashankari Stage VI,3,1392.0,3.0,69.46
784,Banashankari Stage VI,3,1410.5,2.0,70.385
785,Banashankari Stage VI,4,4800.0,3.0,200.0
786,Banaswadi,2,1184.0,2.0,53.0
787,Banaswadi,2,1145.0,2.0,55.0
788,Banaswadi,2,1250.0,2.0,60.0
789,Banaswadi,2,1365.0,2.0,73.0
790,Banaswadi,5,1903.0,6.0,140.0
791,Banaswadi,2,1222.0,2.0,80.0
792,Banaswadi,2,870.0,2.0,38.0
793,Banaswadi,2,1200.0,2.0,60.0
794,Banaswadi,3,1600.0,3.0,74.5
795,Banaswadi,2,1340.0,2.0,73.0
796,Banaswadi,2,1008.0,2.0,52.0
797,Banaswadi,2,1105.0,2.0,57.0
798,Banjara Layout,2,1200.0,2.0,70.0
799,Banjara Layout,2,1050.0,2.0,64.8
800,Banjara Layout,2,753.0,3.0,59.5
801,Banjara Layout,3,2500.0,4.0,140.0
802,Bannerghatta,4,3012.0,6.0,250.0
803,Bannerghatta,3,1665.0,3.0,110.0
804,Bannerghatta,3,2370.0,4.0,195.0
805,Bannerghatta,2,1100.0,2.0,66.0
806,Bannerghatta,2,1113.0,2.0,70.0
807,Bannerghatta,2,1200.0,2.0,73.2
808,Bannerghatta,2,1070.0,2.0,87.0
809,Bannerghatta,3,1776.0,3.0,124.0
810,Bannerghatta,3,1776.0,3.0,150.0
811,Bannerghatta Road,1,500.0,1.0,18.5
812,Bannerghatta Road,2,1050.0,2.0,65.0
813,Bannerghatta Road,3,1170.0,2.0,66.0
814,Bannerghatta Road,1,595.0,1.0,33.32
815,Bannerghatta Road,3,1445.0,3.0,95.0
816,Bannerghatta Road,3,1640.0,2.0,120.0
817,Bannerghatta Road,4,1380.0,3.0,58.0
818,Bannerghatta Road,3,1460.0,2.0,90.0
819,Bannerghatta Road,3,1556.0,2.0,59.13
820,Bannerghatta Road,2,1179.0,2.0,66.02
821,Bannerghatta Road,2,1122.5,2.0,58.935
822,Bannerghatta Road,2,793.0,2.0,45.0
823,Bannerghatta Road,3,1484.0,3.0,52.5
824,Bannerghatta Road,2,1400.0,2.0,78.0
825,Bannerghatta Road,5,2700.0,5.0,158.0
826,Bannerghatta Road,2,1215.0,2.0,50.0
827,Bannerghatta Road,3,1654.0,3.0,100.0
828,Bannerghatta Road,2,1181.0,2.0,55.0
829,Bannerghatta Road,3,1460.0,2.0,72.0
830,Bannerghatta Road,2,1200.0,2.0,75.0
831,Bannerghatta Road,3,1760.0,3.0,67.0
832,Bannerghatta Road,1,595.0,1.0,31.83
833,Bannerghatta Road,2,1105.0,2.0,51.0
834,Bannerghatta Road,2,1255.0,2.0,65.26
835,Bannerghatta Road,3,1550.0,3.0,78.0
836,Bannerghatta Road,3,1550.0,3.0,82.0
837,Bannerghatta Road,3,1550.0,2.0,75.0
838,Bannerghatta Road,3,1650.0,3.0,122.0
839,Bannerghatta Road,2,912.0,2.0,55.0
840,Bannerghatta Road,2,1218.0,2.0,73.0
841,Bannerghatta Road,3,1427.0,2.0,48.51
842,Bannerghatta Road,2,1115.0,2.0,65.12
843,Bannerghatta Road,3,1344.0,2.0,42.0
844,Bannerghatta Road,3,1893.0,3.0,100.0
845,Bannerghatta Road,3,1600.0,3.0,95.0
846,Bannerghatta Road,2,1275.0,2.0,65.0
847,Bannerghatta Road,2,892.0,2.0,39.0
848,Bannerghatta Road,3,1880.0,3.0,95.0
849,Bannerghatta Road,2,1260.0,2.0,70.0
850,Bannerghatta Road,3,1788.0,3.0,90.0
851,Bannerghatta Road,2,1157.0,2.0,40.0
852,Bannerghatta Road,2,1150.0,2.0,65.0
853,Bannerghatta Road,4,10000.0,4.0,450.0
854,Bannerghatta Road,2,1100.0,2.0,39.0
855,Bannerghatta Road,3,1400.0,3.0,68.0
856,Bannerghatta Road,3,1725.0,3.0,110.0
857,Bannerghatta Road,6,1850.0,6.0,150.0
858,Bannerghatta Road,3,9000.0,4.0,390.0
859,Bannerghatta Road,2,950.0,2.0,38.0
860,Bannerghatta Road,2,1220.0,2.0,80.0
861,Bannerghatta Road,2,1130.0,2.0,78.0
862,Bannerghatta Road,3,1350.0,2.0,51.0
863,Bannerghatta Road,3,1486.0,3.0,83.22
864,Bannerghatta Road,3,1460.0,2.0,75.0
865,Bannerghatta Road,2,1015.0,2.0,48.0
866,Bannerghatta Road,2,1115.0,2.0,61.0
867,Bannerghatta Road,2,1136.0,2.0,48.0
868,Bannerghatta Road,4,2700.0,4.0,260.0
869,Bannerghatta Road,3,1200.0,2.0,69.0
870,Bannerghatta Road,3,1465.0,2.0,76.0
871,Bannerghatta Road,2,1302.5,2.0,67.73
872,Bannerghatta Road,2,1200.0,2.0,65.0
873,Bannerghatta Road,2,1240.0,2.0,65.0
874,Bannerghatta Road,3,1476.0,3.0,125.0
875,Bannerghatta Road,3,1100.0,2.0,52.0
876,Bannerghatta Road,3,1532.5,3.0,84.29
877,Bannerghatta Road,3,1465.0,2.0,45.87
878,Bannerghatta Road,2,1268.0,2.0,69.0
879,Bannerghatta Road,3,1450.0,2.0,87.0
880,Bannerghatta Road,4,2932.0,5.0,195.0
881,Bannerghatta Road,3,1450.0,3.0,44.0
882,Bannerghatta Road,3,1625.0,2.0,75.0
883,Bannerghatta Road,2,960.0,2.0,58.0
884,Bannerghatta Road,3,1750.0,3.0,130.0
885,Bannerghatta Road,2,1275.0,2.0,73.0
886,Bannerghatta Road,3,1430.0,3.0,59.0
887,Bannerghatta Road,2,1240.0,2.0,71.0
888,Bannerghatta Road,3,1305.0,2.0,60.0
889,Bannerghatta Road,2,1215.0,2.0,68.0
890,Bannerghatta Road,2,1215.0,2.0,68.0
891,Bannerghatta Road,3,1894.0,3.0,115.0
892,Bannerghatta Road,3,1655.0,2.0,62.89
893,Bannerghatta Road,3,1693.0,3.0,89.0
894,Bannerghatta Road,2,1280.0,2.0,60.16
895,Bannerghatta Road,4,3230.0,5.0,165.0
896,Bannerghatta Road,1,630.0,1.0,35.0
897,Bannerghatta Road,2,1215.0,2.0,68.0
898,Bannerghatta Road,3,1365.0,3.0,76.18
899,Bannerghatta Road,2,1115.0,2.0,78.0
900,Bannerghatta Road,3,1532.5,3.0,79.465
901,Bannerghatta Road,3,1535.0,3.0,60.0
902,Bannerghatta Road,3,1655.0,3.0,90.0
903,Bannerghatta Road,2,1247.0,2.0,47.39
904,Bannerghatta Road,2,1237.5,2.0,49.49
905,Bannerghatta Road,3,1650.0,3.0,94.0
906,Bannerghatta Road,2,905.0,2.0,65.0
907,Bannerghatta Road,2,1000.0,2.0,50.0
908,Bannerghatta Road,4,2185.0,3.0,120.0
909,Bannerghatta Road,2,1012.0,2.0,45.0
910,Bannerghatta Road,3,1725.0,3.0,85.0
911,Bannerghatta Road,3,1460.0,2.0,80.0
912,Bannerghatta Road,2,1340.0,2.0,85.0
913,Bannerghatta Road,3,1711.0,3.0,125.0
914,Bannerghatta Road,3,1520.0,2.0,81.0
915,Bannerghatta Road,3,2826.0,3.0,148.0
916,Bannerghatta Road,2,1115.0,2.0,61.0
917,Bannerghatta Road,2,1154.0,2.0,47.0
918,Bannerghatta Road,2,1000.0,2.0,44.5
919,Bannerghatta Road,2,1250.0,2.0,48.0
920,Bannerghatta Road,3,1640.0,3.0,105.0
921,Bannerghatta Road,3,1656.0,2.0,62.93
922,Bannerghatta Road,2,1012.0,2.0,44.0
923,Bannerghatta Road,3,1527.0,3.0,115.0
924,Bannerghatta Road,3,1660.0,3.0,85.0
925,Bannerghatta Road,3,1880.0,3.0,96.5
926,Bannerghatta Road,3,1550.0,3.0,96.0
927,Bannerghatta Road,2,1200.0,2.0,78.0
928,Bannerghatta Road,3,1885.0,3.0,125.0
929,Bannerghatta Road,3,1453.0,2.0,73.0
930,Bannerghatta Road,3,1450.0,2.0,78.0
931,Bannerghatta Road,1,700.0,1.0,31.2
932,Bannerghatta Road,3,1630.0,3.0,68.0
933,Bannerghatta Road,3,1400.0,3.0,69.0
934,Bannerghatta Road,2,905.0,2.0,58.0
935,Bannerghatta Road,3,1465.0,2.0,75.0
936,Bannerghatta Road,3,1920.0,3.0,122.0
937,Bannerghatta Road,4,2400.0,4.0,180.0
938,Bannerghatta Road,3,1660.0,3.0,80.0
939,Bannerghatta Road,2,1270.0,2.0,45.0
940,Bannerghatta Road,3,1520.0,2.0,80.0
941,Bannerghatta Road,3,1270.0,2.0,73.0
942,Bannerghatta Road,3,1846.0,3.0,120.0
943,Bannerghatta Road,4,3000.0,4.0,140.0
944,Bannerghatta Road,2,1122.5,2.0,61.74
945,Bannerghatta Road,3,1655.0,3.0,95.0
946,Bannerghatta Road,2,1206.0,2.0,53.0
947,Bannerghatta Road,2,1150.0,2.0,55.0
948,Bannerghatta Road,2,1215.0,2.0,65.0
949,Bannerghatta Road,3,1510.0,2.0,110.0
950,Bannerghatta Road,2,1022.0,2.0,35.0
951,Bannerghatta Road,2,1246.0,2.0,47.35
952,Bannerghatta Road,3,1470.0,2.0,85.0
953,Bannerghatta Road,2,1160.0,2.0,45.0
954,Bannerghatta Road,2,970.0,2.0,57.0
955,Bannerghatta Road,3,1527.0,3.0,142.0
956,Basavangudi,3,1500.0,2.0,143.0
957,Basavangudi,3,1850.0,3.0,168.0
958,Basavangudi,2,1036.0,2.0,105.0
959,Basavangudi,4,2600.0,4.0,260.0
960,Basavangudi,3,1600.0,2.0,160.0
961,Basavangudi,2,1560.0,2.0,145.0
962,Basavangudi,3,1825.0,3.0,175.0
963,Basavangudi,3,1800.0,3.0,195.0
964,Basavangudi,2,1100.0,2.0,93.0
965,Basavangudi,2,1050.0,2.0,103.0
966,Basavangudi,3,1350.0,2.0,130.0
967,Basavangudi,3,1485.0,3.0,140.0
968,Basavangudi,2,1180.0,2.0,124.0
969,Basavangudi,3,1600.0,3.0,130.0
970,Basavangudi,2,1200.0,2.0,120.0
971,Basavangudi,3,1850.0,3.0,150.0
972,Basavangudi,4,2453.0,3.0,250.0
973,Basaveshwara Nagar,5,4500.0,5.0,415.0
974,Basaveshwara Nagar,3,1865.0,3.0,145.0
975,Basaveshwara Nagar,2,1200.0,2.0,90.0
976,Basaveshwara Nagar,5,2400.0,4.0,310.0
977,Basaveshwara Nagar,2,1200.0,2.0,80.0
978,Basaveshwara Nagar,2,900.0,2.0,60.0
979,Basaveshwara Nagar,3,1900.0,3.0,150.0
980,Basaveshwara Nagar,2,1200.0,2.0,85.0
981,Basaveshwara Nagar,2,1200.0,2.0,70.0
982,Battarahalli,2,1200.0,2.0,65.0
983,Battarahalli,3,1779.0,3.0,89.61
984,Battarahalli,2,1300.0,2.0,50.0
985,Battarahalli,3,1945.0,3.0,97.42
986,Battarahalli,3,1777.0,3.0,100.0
987,Battarahalli,2,1135.0,2.0,43.0
988,Battarahalli,2,1276.0,2.0,45.0
989,Battarahalli,3,1880.0,3.0,94.36
990,Battarahalli,2,1071.0,2.0,62.0
991,Battarahalli,2,1165.0,2.0,43.0
992,Battarahalli,2,1636.0,2.0,82.89
993,Battarahalli,3,1779.0,3.0,90.0
994,Battarahalli,3,1516.0,3.0,65.0
995,Battarahalli,2,1090.0,2.0,38.37
996,Battarahalli,3,2082.0,3.0,104.0
997,Battarahalli,3,2024.0,3.0,103.0
998,Battarahalli,2,1097.0,2.0,49.0
999,Begur,4,1664.0,4.0,65.0
1000,Begur,3,1419.0,2.0,59.0
1001,Begur,3,1580.0,3.0,75.0
1002,Begur,3,1559.0,3.0,63.0
1003,Begur,3,1445.0,2.0,47.1
1004,Begur,3,1475.0,2.0,74.0
1005,Begur,3,3500.0,4.0,185.0
1006,Begur,2,1100.0,2.0,55.0
1007,Begur,2,1306.0,2.0,65.0
1008,Begur,3,1304.0,3.0,65.0
1009,Begur,3,1411.0,2.0,60.0
1010,Begur,2,815.0,2.0,40.0
1011,Begur,3,1443.0,2.0,70.0
1012,Begur Road,2,1200.0,2.0,44.0
1013,Begur Road,2,1200.0,2.0,46.8
1014,Begur Road,2,1160.0,2.0,44.0
1015,Begur Road,3,1584.0,3.0,65.0
1016,Begur Road,3,1500.0,2.0,54.0
1017,Begur Road,3,1615.0,3.0,59.76
1018,Begur Road,2,1200.0,2.0,43.2
1019,Begur Road,2,1160.0,2.0,44.08
1020,Begur Road,2,1200.0,2.0,45.0
1021,Begur Road,3,1615.0,3.0,60.0
1022,Begur Road,3,1410.0,2.0,53.0
1023,Begur Road,2,1200.0,2.0,37.8
1024,Begur Road,2,1160.0,2.0,40.59
1025,Begur Road,2,1260.0,2.0,46.62
1026,Begur Road,3,1600.0,3.0,58.14
1027,Begur Road,3,1410.0,2.0,44.42
1028,Begur Road,3,1500.0,2.0,70.0
1029,Begur Road,2,1160.0,2.0,42.0
1030,Begur Road,2,1240.0,2.0,39.06
1031,Begur Road,2,1200.0,2.0,45.0
1032,Begur Road,3,1500.0,2.0,55.0
1033,Begur Road,3,1410.0,2.0,52.17
1034,Begur Road,3,1615.0,3.0,58.0
1035,Begur Road,3,1583.0,3.0,74.4
1036,Begur Road,2,1170.0,2.0,46.0
1037,Begur Road,2,1160.0,2.0,42.92
1038,Begur Road,3,1410.0,2.0,52.17
1039,Begur Road,3,1410.0,2.0,50.06
1040,Begur Road,3,1565.0,2.0,59.76
1041,Begur Road,2,1160.0,2.0,42.0
1042,Begur Road,3,1400.0,2.0,50.06
1043,Begur Road,3,1410.0,2.0,53.58
1044,Begur Road,2,1200.0,2.0,45.0
1045,Begur Road,2,1200.0,2.0,42.6
1046,Begur Road,2,1160.0,2.0,42.0
1047,Begur Road,2,1334.0,2.0,42.69
1048,Begur Road,3,1565.0,2.0,57.91
1049,Begur Road,2,1200.0,2.0,45.6
1050,Begur Road,2,1215.0,2.0,43.13
1051,Begur Road,2,1160.0,2.0,36.54
1052,Begur Road,3,1615.0,3.0,50.87
1053,Begur Road,2,1200.0,2.0,44.4
1054,Begur Road,3,1565.0,2.0,49.3
1055,Begur Road,2,1260.0,2.0,39.69
1056,Begur Road,4,2464.5,6.0,118.0
1057,Begur Road,2,1160.0,2.0,44.0
1058,Begur Road,3,1410.0,2.0,49.34
1059,Begur Road,2,952.0,2.0,42.0
1060,Begur Road,3,1565.0,2.0,56.34
1061,Begur Road,3,1565.0,2.0,56.0
1062,Begur Road,2,1200.0,2.0,42.0
1063,Begur Road,2,1240.0,2.0,45.88
1064,Begur Road,3,1200.0,3.0,50.0
1065,Begur Road,3,1410.0,2.0,44.42
1066,Begur Road,2,1200.0,2.0,44.0
1067,Begur Road,3,1500.0,2.0,47.25
1068,Begur Road,2,1100.0,2.0,42.6
1069,Begur Road,3,1565.0,2.0,57.91
1070,Begur Road,2,1200.0,2.0,44.4
1071,Begur Road,2,1160.0,2.0,36.54
1072,Begur Road,2,1215.0,2.0,43.75
1073,Begur Road,2,1200.0,2.0,44.73
1074,Begur Road,2,1160.0,2.0,42.0
1075,Begur Road,3,1410.0,2.0,54.99
1076,Bellandur,3,1767.0,3.0,103.0
1077,Bellandur,2,1205.0,2.0,66.0
1078,Bellandur,2,1250.0,2.0,76.0
1079,Bellandur,2,1000.0,2.0,50.0
